Date,Open,High,Low,Close,Volume,Change
2020-04-29,178500,186000,178000,184500,614504,0.03943661971830981
2020-05-04,179500,180500,176500,178500,635253,-0.03252032520325199
2020-05-06,180500,181500,178000,180000,369838,0.008403361344537785
2020-05-07,178500,181500,178000,179500,288705,-0.002777777777777768
2020-05-08,180000,182000,180000,180000,265401,0.0027855153203342198
2020-05-11,180000,181000,175500,176000,323982,-0.022222222222222254
2020-05-12,174000,175500,170000,170000,552954,-0.03409090909090906
2020-05-13,168000,173000,166500,173000,347924,0.01764705882352935
2020-05-14,170000,171000,167000,168000,469714,-0.028901734104046284
2020-05-15,169500,169500,166500,168000,311479,0.0
2020-05-18,170000,170500,167000,169000,332808,0.005952380952380931
2020-05-19,175500,180000,175000,178000,724613,0.053254437869822535
2020-05-20,176500,181000,174500,174500,383809,-0.0196629213483146
2020-05-21,176000,178500,175000,177000,362478,0.014326647564469885
2020-05-22,178000,178000,170000,172000,441297,-0.02824858757062143
2020-05-25,172500,173000,171000,172000,245045,0.0
2020-05-26,171500,176500,171000,176000,460196,0.023255813953488413
2020-05-27,177000,183000,176500,182500,803853,0.03693181818181812
2020-05-28,186000,188500,182500,184500,898715,0.010958904109588996
2020-05-29,183500,185000,178500,181000,842257,-0.01897018970189701
2020-06-01,181500,184000,181000,182500,308421,0.008287292817679592
2020-06-02,187000,191000,185500,189000,552966,0.03561643835616435
2020-06-03,192000,207000,191500,202500,1148869,0.0714285714285714
2020-06-04,206500,209000,199000,203000,666183,0.0024691358024691024
2020-06-05,199000,202000,197500,200500,404474,-0.012315270935960632
2020-06-08,204500,205500,199000,202500,390712,0.009975062344139696
2020-06-09,201500,202000,193500,198500,662411,-0.01975308641975304
2020-06-10,195500,198000,194000,198000,357615,-0.0025188916876573986
2020-06-11,195000,197000,190000,193500,637625,-0.022727272727272707
2020-06-12,185500,188000,184000,186500,473608,-0.036175710594315236
2020-06-15,182500,184500,175000,175000,467754,-0.06166219839142095
2020-06-16,178000,187500,178000,187500,409758,0.0714285714285714
2020-06-17,187500,190000,183000,187000,360457,-0.002666666666666706
2020-06-18,185000,188500,183000,186500,205015,-0.002673796791443861
2020-06-19,187500,190500,185000,190500,363079,0.02144772117962468
2020-06-22,187500,188500,186000,186000,212866,-0.023622047244094446
2020-06-23,186500,187500,181500,183000,277109,-0.016129032258064502
2020-06-24,183000,188000,183000,185000,284129,0.010928961748633892
2020-06-25,182000,183000,178500,180000,321621,-0.027027027027026973
2020-06-26,181500,183500,180000,183000,290441,0.016666666666666607
2020-06-29,178000,179000,175500,175500,371334,-0.040983606557377095
2020-06-30,178000,179000,174000,174000,415286,-0.008547008547008517
2020-07-01,176500,183500,176000,178500,473226,0.02586206896551735
2020-07-02,180000,181500,178500,181000,252859,0.014005602240896309
2020-07-03,181000,183500,180000,181500,189200,0.0027624309392264568
2020-07-06,184000,184000,179500,183000,190812,0.008264462809917328
2020-07-07,185500,189000,184000,185000,358072,0.010928961748633892
2020-07-08,185500,191500,184000,190500,537845,0.029729729729729648
2020-07-09,192000,192000,187000,188500,375630,-0.01049868766404205
2020-07-10,186500,187500,180500,182000,327123,-0.03448275862068961
2020-07-13,184000,188000,182000,187000,261632,0.027472527472527375
2020-07-14,186500,186500,183000,184500,188702,-0.013368983957219305
2020-07-15,188000,193500,185000,186500,471306,0.01084010840108407
2020-07-16,186500,188000,184500,186500,267345,0.0
2020-07-17,189000,191500,186000,186500,222271,0.0
2020-07-20,185000,189500,184500,187500,198370,0.00536193029490617
2020-07-21,187000,193000,186000,191500,461232,0.021333333333333426
2020-07-22,192500,202000,191500,197500,810125,0.031331592689294974
2020-07-23,198500,199000,192500,195500,444433,-0.010126582278481067
2020-07-24,194000,199500,191500,194000,327478,-0.007672634271099765
2020-07-27,193500,199000,193500,196000,243664,0.010309278350515427
2020-07-28,197000,202000,197000,202000,466607,0.030612244897959107
2020-07-29,199500,203000,198500,201500,333000,-0.0024752475247524774
2020-07-30,201000,201000,197500,199000,361731,-0.012406947890818865
2020-07-31,198000,198500,193000,193500,379886,-0.027638190954773822
2020-08-03,193000,195000,190000,192000,240285,-0.007751937984496138
2020-08-04,192000,197000,192000,194000,226337,0.01041666666666674
2020-08-05,194000,195000,192500,194000,196344,0.0
2020-08-06,195500,201000,195500,201000,384949,0.03608247422680422
2020-08-07,201000,202000,194500,197000,335833,-0.01990049751243783
2020-08-10,194500,199500,193000,198500,302994,0.0076142131979695105
2020-08-11,201000,209500,200500,207000,655895,0.04282115869017633
2020-08-12,205500,210000,203500,208500,360782,0.007246376811594235
2020-08-13,209000,210000,204000,206000,397625,-0.011990407673860948
2020-08-14,207000,211000,205000,210500,438014,0.02184466019417486
2020-08-18,208500,209500,202000,203000,437588,-0.03562945368171022
2020-08-19,203500,203500,199000,201000,220589,-0.009852216748768461
2020-08-20,199500,201500,193000,195000,373768,-0.02985074626865669
2020-08-21,196000,201000,195500,199000,257961,0.02051282051282044
2020-08-24,196500,199500,194000,199000,205330,0.0
2020-08-25,200000,202000,198000,200500,223434,0.007537688442211143
2020-08-26,198000,198000,192000,193000,512515,-0.03740648379052369
2020-08-27,191500,192000,186500,188500,432450,-0.023316062176165775
2020-08-28,187000,192500,187000,189500,377563,0.0053050397877985045
2020-08-31,189500,191500,184500,184500,542851,-0.02638522427440637
2020-09-01,185500,188000,185000,186500,323816,0.01084010840108407
2020-09-02,187500,188500,185500,188000,220654,0.008042895442359255
2020-09-03,188000,189500,187000,189000,263157,0.005319148936170137
2020-09-04,185000,188000,185000,186000,285469,-0.015873015873015928
2020-09-07,186500,191000,185000,188000,316466,0.010752688172043001
2020-09-08,190500,190500,186500,187000,268589,-0.005319148936170248
2020-09-09,184500,185500,183500,185000,326016,-0.010695187165775444
2020-09-10,185500,187500,184000,185500,412264,0.002702702702702675
2020-09-11,185000,186500,184000,185500,202517,0.0
2020-09-14,186000,190000,185500,190000,258053,0.0242587601078168
2020-09-15,188000,190000,187000,189500,276837,-0.0026315789473684292
2020-09-16,188500,189500,187500,189000,200188,-0.0026385224274406704
2020-09-17,189500,191000,187000,190000,299058,0.005291005291005346
2020-09-18,191000,194000,190000,192000,522946,0.010526315789473717
2020-09-21,190500,194000,190000,191000,358087,-0.00520833333333337
2020-09-22,191000,199000,190500,194500,953120,0.018324607329842868
2020-09-23,196000,197000,191500,195000,450482,0.0025706940874035134
2020-09-24,193500,194000,187500,188000,369215,-0.03589743589743588
2020-09-25,190000,196000,188500,194000,348033,0.03191489361702127
2020-09-28,194500,196500,192500,194000,243804,0.0
2020-09-29,197000,199500,195500,196000,324245,0.010309278350515427
